TAX,ASSESSED
COUNTY,19075
VILLAGE,19075
SCHOOL,19075
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,25200
VILLAGE,25200
SCHOOL,25200
COUNTY,26100
VILLAGE,26100
SCHOOL,26100
COUNTY,29600
VILLAGE,29600
SCHOOL,27770
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,20200
VILLAGE,20200
SCHOOL,16410
COUNTY,25725
VILLAGE,25725
SCHOOL,25725
COUNTY,16500
VILLAGE,16500
SCHOOL,16500
COUNTY,21800
VILLAGE,21800
SCHOOL,19970
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,28050
VILLAGE,28050
SCHOOL,28050
COUNTY,25100
VILLAGE,25100
SCHOOL,25100
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,23390
VILLAGE,23390
SCHOOL,22570
COUNTY,29650
VILLAGE,29650
SCHOOL,29650
COUNTY,34750
VILLAGE,34750
SCHOOL,34750
COUNTY,26875
VILLAGE,26875
SCHOOL,25045
COUNTY,19017
VILLAGE,19017
SCHOOL,20700
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,24350
VILLAGE,24350
SCHOOL,24350
COUNTY,31900
VILLAGE,31900
SCHOOL,31900
COUNTY,22200
VILLAGE,22200
SCHOOL,23570
COUNTY,21950
VILLAGE,21950
SCHOOL,22960
COUNTY,600
VILLAGE,600
SCHOOL,600
COUNTY,17400
VILLAGE,17400
SCHOOL,15570
COUNTY,17125
VILLAGE,17125
SCHOOL,16295
COUNTY,19400
VILLAGE,19400
SCHOOL,19400
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,16517
VILLAGE,16517
SCHOOL,14410
COUNTY,21600
VILLAGE,21600
SCHOOL,19970
COUNTY,19125
VILLAGE,19125
SCHOOL,17295
COUNTY,25700
VILLAGE,25700
SCHOOL,23870
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,20145
VILLAGE,20145
SCHOOL,20145
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,29700
VILLAGE,29700
SCHOOL,29700
COUNTY,23800
VILLAGE,23800
SCHOOL,23800
COUNTY,22500
VILLAGE,22500
SCHOOL,20670
COUNTY,6600
VILLAGE,6600
SCHOOL,6600
COUNTY,30575
VILLAGE,30575
SCHOOL,28745
COUNTY,28450
VILLAGE,28450
SCHOOL,28450
COUNTY,25300
VILLAGE,25300
SCHOOL,25300
COUNTY,25950
VILLAGE,25950
SCHOOL,24120
COUNTY,9100
VILLAGE,9100
SCHOOL,5310
COUNTY,2000
VILLAGE,2000
SCHOOL,2000
COUNTY,2300
VILLAGE,2300
SCHOOL,2300
COUNTY,2300
VILLAGE,2300
SCHOOL,2300
COUNTY,2300
VILLAGE,2300
SCHOOL,2300
COUNTY,29400
VILLAGE,29400
SCHOOL,29400
COUNTY,31675
VILLAGE,31675
SCHOOL,31675
COUNTY,17600
VILLAGE,17600
SCHOOL,17600
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,17850
VILLAGE,17850
SCHOOL,16020
COUNTY,18475
VILLAGE,18475
SCHOOL,18475
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,6000
VILLAGE,6000
SCHOOL,6000
COUNTY,24400
VILLAGE,24400
SCHOOL,24400
COUNTY,11575
VILLAGE,11575
SCHOOL,14745
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,22800
VILLAGE,22800
SCHOOL,22800
COUNTY,23400
VILLAGE,23400
SCHOOL,21570
COUNTY,19000
VILLAGE,19000
SCHOOL,19000
COUNTY,13425
VILLAGE,13425
SCHOOL,11595
COUNTY,16275
VILLAGE,16275
SCHOOL,14445
COUNTY,22300
VILLAGE,22300
SCHOOL,20470
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,17550
VILLAGE,17550
SCHOOL,15720
COUNTY,14400
VILLAGE,14400
SCHOOL,12570
COUNTY,16600
VILLAGE,16600
SCHOOL,16600
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,18200
VILLAGE,18200
SCHOOL,18200
COUNTY,15700
VILLAGE,15700
SCHOOL,15700
COUNTY,16125
VILLAGE,16125
SCHOOL,14295
COUNTY,24600
VILLAGE,24600
SCHOOL,24600
COUNTY,17400
VILLAGE,17400
SCHOOL,15570
COUNTY,13770
VILLAGE,13770
SCHOOL,11940
COUNTY,14700
VILLAGE,14700
SCHOOL,12870
COUNTY,18300
VILLAGE,18300
SCHOOL,16470
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,16375
VILLAGE,16375
SCHOOL,14545
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,16350
VILLAGE,16350
SCHOOL,14520
COUNTY,17300
VILLAGE,17300
SCHOOL,15470
COUNTY,19750
VILLAGE,19750
SCHOOL,19750
COUNTY,13900
VILLAGE,13900
SCHOOL,13900
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,17600
VILLAGE,17600
SCHOOL,17600
COUNTY,15715
VILLAGE,15715
SCHOOL,14895
COUNTY,22700
VILLAGE,22700
SCHOOL,20870
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,14900
VILLAGE,14900
SCHOOL,14370
COUNTY,15850
VILLAGE,15850
SCHOOL,14020
COUNTY,18725
VILLAGE,18725
SCHOOL,18725
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,14225
VILLAGE,14225
SCHOOL,12395
COUNTY,18175
VILLAGE,18175
SCHOOL,16345
COUNTY,18950
VILLAGE,18950
SCHOOL,17120
COUNTY,13900
VILLAGE,13900
SCHOOL,12070
COUNTY,17700
VILLAGE,17700
SCHOOL,15870
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,14525
VILLAGE,14525
SCHOOL,14525
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,5400
VILLAGE,5400
SCHOOL,4110
COUNTY,14950
VILLAGE,14950
SCHOOL,13120
COUNTY,15700
VILLAGE,15700
SCHOOL,13870
COUNTY,15825
VILLAGE,15825
SCHOOL,13995
COUNTY,19050
VILLAGE,19050
SCHOOL,17220
COUNTY,27000
VILLAGE,27000
SCHOOL,27000
COUNTY,17000
VILLAGE,17000
SCHOOL,17000
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,22400
VILLAGE,22400
SCHOOL,20570
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,17775
VILLAGE,17775
SCHOOL,15945
COUNTY,20625
VILLAGE,20625
SCHOOL,20625
COUNTY,27400
VILLAGE,27400
SCHOOL,27400
COUNTY,5100
VILLAGE,5100
SCHOOL,3270
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,17500
VILLAGE,17500
SCHOOL,17500
COUNTY,25050
VILLAGE,25050
SCHOOL,25050
COUNTY,11450
VILLAGE,11450
SCHOOL,9620
COUNTY,31450
VILLAGE,31450
SCHOOL,31450
COUNTY,6200
VILLAGE,6200
SCHOOL,4370
COUNTY,42350
VILLAGE,42350
SCHOOL,42350
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,36750
VILLAGE,36750
SCHOOL,36750
COUNTY,34320
VILLAGE,34320
SCHOOL,32490
COUNTY,14950
VILLAGE,14950
SCHOOL,14950
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,20250
VILLAGE,20250
SCHOOL,20250
COUNTY,20250
VILLAGE,20250
SCHOOL,20250
COUNTY,15000
VILLAGE,15000
SCHOOL,13170
COUNTY,26850
VILLAGE,26850
SCHOOL,26850
COUNTY,22675
VILLAGE,22675
SCHOOL,20845
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,22300
VILLAGE,22300
SCHOOL,22300
COUNTY,13025
VILLAGE,13025
SCHOOL,13025
COUNTY,15200
VILLAGE,15200
SCHOOL,15200
COUNTY,12390
VILLAGE,12390
SCHOOL,9610
COUNTY,14525
VILLAGE,14525
SCHOOL,12695
COUNTY,14050
VILLAGE,14050
SCHOOL,14050
COUNTY,11850
VILLAGE,11850
SCHOOL,10020
COUNTY,12275
VILLAGE,12275
SCHOOL,12275
COUNTY,14140
VILLAGE,14140
SCHOOL,13320
COUNTY,13800
VILLAGE,13800
SCHOOL,11970
COUNTY,17400
VILLAGE,17400
SCHOOL,17400
COUNTY,21375
VILLAGE,21375
SCHOOL,21375
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,18500
VILLAGE,18500
SCHOOL,18500
COUNTY,14225
VILLAGE,14225
SCHOOL,14225
COUNTY,14500
VILLAGE,14500
SCHOOL,10710
COUNTY,15725
VILLAGE,15725
SCHOOL,15725
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,14225
VILLAGE,14225
SCHOOL,12395
COUNTY,12150
VILLAGE,12150
SCHOOL,12150
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,13825
VILLAGE,13825
SCHOOL,11995
COUNTY,15600
VILLAGE,15600
SCHOOL,13770
COUNTY,21200
VILLAGE,21200
SCHOOL,19370
COUNTY,21600
VILLAGE,21600
SCHOOL,19770
COUNTY,19400
VILLAGE,19400
SCHOOL,19400
COUNTY,20800
VILLAGE,20800
SCHOOL,20800
COUNTY,16725
VILLAGE,16725
SCHOOL,16725
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,24350
VILLAGE,24350
SCHOOL,24350
COUNTY,18700
VILLAGE,18700
SCHOOL,16870
COUNTY,18175
VILLAGE,18175
SCHOOL,16345
COUNTY,23400
VILLAGE,23400
SCHOOL,23400
COUNTY,25025
VILLAGE,25025
SCHOOL,25025
COUNTY,26600
VILLAGE,26600
SCHOOL,26600
COUNTY,23000
VILLAGE,23000
SCHOOL,23000
COUNTY,22700
VILLAGE,22700
SCHOOL,22700
COUNTY,20150
VILLAGE,20150
SCHOOL,18320
COUNTY,21600
VILLAGE,21600
SCHOOL,21600
COUNTY,22475
VILLAGE,22475
SCHOOL,20645
COUNTY,38700
VILLAGE,38700
SCHOOL,38700
COUNTY,20075
VILLAGE,20075
SCHOOL,18245
COUNTY,21500
VILLAGE,21500
SCHOOL,21500
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,20375
VILLAGE,20375
SCHOOL,18545
COUNTY,8800
VILLAGE,8800
SCHOOL,5010
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,20350
VILLAGE,20350
SCHOOL,18520
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,22625
VILLAGE,22625
SCHOOL,22625
COUNTY,22750
VILLAGE,22750
SCHOOL,20920
COUNTY,20550
VILLAGE,20550
SCHOOL,20550
COUNTY,24000
VILLAGE,24000
SCHOOL,22170
COUNTY,21025
VILLAGE,21025
SCHOOL,21025
COUNTY,24000
VILLAGE,24000
SCHOOL,22170
COUNTY,20500
VILLAGE,20500
SCHOOL,18670
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,24200
VILLAGE,24200
SCHOOL,22370
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,19750
VILLAGE,19750
SCHOOL,19750
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,19575
VILLAGE,19575
SCHOOL,17745
COUNTY,18750
VILLAGE,18750
SCHOOL,16920
COUNTY,18950
VILLAGE,18950
SCHOOL,17120
COUNTY,22200
VILLAGE,22200
SCHOOL,20370
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,18575
VILLAGE,18575
SCHOOL,16745
COUNTY,18950
VILLAGE,18950
SCHOOL,17120
COUNTY,19442
VILLAGE,19442
SCHOOL,19295
COUNTY,22900
VILLAGE,22900
SCHOOL,22900
COUNTY,12325
VILLAGE,12325
SCHOOL,10495
COUNTY,30300
VILLAGE,30300
SCHOOL,28470
COUNTY,18900
VILLAGE,18900
SCHOOL,17070
COUNTY,18500
VILLAGE,18500
SCHOOL,18500
COUNTY,16250
VILLAGE,16250
SCHOOL,16250
COUNTY,11850
VILLAGE,11850
SCHOOL,10020
COUNTY,11550
VILLAGE,11550
SCHOOL,9720
COUNTY,26000
VILLAGE,26000
SCHOOL,26000
COUNTY,20250
VILLAGE,20250
SCHOOL,20250
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,18475
VILLAGE,18475
SCHOOL,18475
COUNTY,21500
VILLAGE,21500
SCHOOL,21500
COUNTY,25080
VILLAGE,25080
SCHOOL,25080
COUNTY,14750
VILLAGE,14750
SCHOOL,12920
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,18200
VILLAGE,18200
SCHOOL,14410
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,26100
VILLAGE,26100
SCHOOL,26100
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,27150
VILLAGE,27150
SCHOOL,25320
COUNTY,17100
VILLAGE,17100
SCHOOL,15270
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,23750
VILLAGE,23750
SCHOOL,23750
COUNTY,17950
VILLAGE,17950
SCHOOL,16120
COUNTY,31700
VILLAGE,31700
SCHOOL,31700
COUNTY,19800
VILLAGE,19800
SCHOOL,16010
COUNTY,19850
VILLAGE,19850
SCHOOL,19850
COUNTY,29250
VILLAGE,29250
SCHOOL,29250
COUNTY,26550
VILLAGE,26550
SCHOOL,26550
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,20625
VILLAGE,20625
SCHOOL,18795
COUNTY,20950
VILLAGE,20950
SCHOOL,20950
COUNTY,27250
VILLAGE,27250
SCHOOL,27250
COUNTY,18375
VILLAGE,18375
SCHOOL,16545
COUNTY,18825
VILLAGE,18825
SCHOOL,16995
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,22250
VILLAGE,22250
SCHOOL,20420
COUNTY,1350
VILLAGE,1350
SCHOOL,1350
COUNTY,12850
VILLAGE,12850
SCHOOL,11020
COUNTY,11850
VILLAGE,11850
SCHOOL,8060
COUNTY,18475
VILLAGE,18475
SCHOOL,18475
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,18575
VILLAGE,18575
SCHOOL,16745
COUNTY,28350
VILLAGE,28350
SCHOOL,28350
COUNTY,17875
VILLAGE,17875
SCHOOL,16045
COUNTY,22900
VILLAGE,22900
SCHOOL,19110
COUNTY,30600
VILLAGE,30600
SCHOOL,28770
COUNTY,26125
VILLAGE,26125
SCHOOL,26125
COUNTY,18700
VILLAGE,18700
SCHOOL,18870
COUNTY,28950
VILLAGE,28950
SCHOOL,28950
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,21125
VILLAGE,21125
SCHOOL,21125
COUNTY,2400
VILLAGE,2400
SCHOOL,2400
COUNTY,600
VILLAGE,600
SCHOOL,600
COUNTY,700
VILLAGE,700
SCHOOL,700
COUNTY,10500
VILLAGE,10500
SCHOOL,10500
COUNTY,1300
VILLAGE,1300
SCHOOL,1300
COUNTY,1200
VILLAGE,1200
SCHOOL,1200
COUNTY,1800
VILLAGE,1800
SCHOOL,1800
COUNTY,1400
VILLAGE,1400
SCHOOL,1400
COUNTY,1400
VILLAGE,1400
SCHOOL,1400
COUNTY,7500
VILLAGE,7500
SCHOOL,7500
COUNTY,34590
VILLAGE,34590
SCHOOL,33770
COUNTY,3000
VILLAGE,3000
SCHOOL,3000
COUNTY,100
VILLAGE,100
SCHOOL,100
COUNTY,16500
VILLAGE,16500
SCHOOL,14670
COUNTY,32600
VILLAGE,32600
SCHOOL,32600
COUNTY,2100
VILLAGE,2100
SCHOOL,2100
COUNTY,300
VILLAGE,300
SCHOOL,300
COUNTY,700
VILLAGE,700
SCHOOL,700
COUNTY,700
VILLAGE,700
SCHOOL,700
COUNTY,1
VILLAGE,1
SCHOOL,1
COUNTY,49
VILLAGE,49
SCHOOL,49
COUNTY,500
VILLAGE,500
SCHOOL,500
COUNTY,17825
VILLAGE,17825
SCHOOL,15995
COUNTY,28200
VILLAGE,28200
SCHOOL,28200
COUNTY,600
VILLAGE,600
SCHOOL,600
COUNTY,1300
VILLAGE,1300
SCHOOL,1300
COUNTY,3375
VILLAGE,3375
SCHOOL,3375
COUNTY,2200
VILLAGE,2200
SCHOOL,2200
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,6300
VILLAGE,6300
SCHOOL,6300
COUNTY,3100
VILLAGE,3100
SCHOOL,3100
COUNTY,13500
VILLAGE,13500
SCHOOL,13500
COUNTY,11200
VILLAGE,11200
SCHOOL,11200
COUNTY,500
VILLAGE,500
SCHOOL,500
COUNTY,13475
VILLAGE,13475
SCHOOL,11645
COUNTY,18900
VILLAGE,18900
SCHOOL,17070
COUNTY,21500
VILLAGE,21500
SCHOOL,26500
COUNTY,18500
VILLAGE,18500
SCHOOL,16670
COUNTY,18175
VILLAGE,18175
SCHOOL,16345
COUNTY,32500
VILLAGE,32500
SCHOOL,32500
COUNTY,17525
VILLAGE,17525
SCHOOL,17525
COUNTY,1800
VILLAGE,1800
SCHOOL,1800
COUNTY,1800
VILLAGE,1800
SCHOOL,1800
COUNTY,3600
VILLAGE,3600
SCHOOL,3600
COUNTY,1800
VILLAGE,1800
SCHOOL,1800
COUNTY,4200
VILLAGE,4200
SCHOOL,4200
COUNTY,2800
VILLAGE,2800
SCHOOL,2800
COUNTY,2900
VILLAGE,2900
SCHOOL,2900
COUNTY,6300
VILLAGE,6300
SCHOOL,6300
COUNTY,1000
VILLAGE,1000
SCHOOL,1000
COUNTY,18700
VILLAGE,18700
SCHOOL,18700
COUNTY,40040
VILLAGE,40040
SCHOOL,38210
COUNTY,38725
VILLAGE,38725
SCHOOL,38725
COUNTY,36300
VILLAGE,36300
SCHOOL,34470
COUNTY,37925
VILLAGE,37925
SCHOOL,37925
COUNTY,40000
VILLAGE,40000
SCHOOL,40000
COUNTY,38000
VILLAGE,38000
SCHOOL,38000
COUNTY,38725
VILLAGE,38725
SCHOOL,38725
COUNTY,35650
VILLAGE,35650
SCHOOL,35650
COUNTY,32700
VILLAGE,32700
SCHOOL,30870
COUNTY,38725
VILLAGE,38725
SCHOOL,38725
COUNTY,36900
VILLAGE,36900
SCHOOL,35070
COUNTY,25525
VILLAGE,25525
SCHOOL,23695
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,32550
VILLAGE,32550
SCHOOL,30720
COUNTY,31800
VILLAGE,31800
SCHOOL,31800
COUNTY,32550
VILLAGE,32550
SCHOOL,30720
COUNTY,27050
VILLAGE,27050
SCHOOL,27050
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,24650
VILLAGE,24650
SCHOOL,22820
COUNTY,26075
VILLAGE,26075
SCHOOL,26075
COUNTY,38400
VILLAGE,38400
SCHOOL,38400
COUNTY,38725
VILLAGE,38725
SCHOOL,38725
COUNTY,34000
VILLAGE,34000
SCHOOL,34000
COUNTY,32150
VILLAGE,32150
SCHOOL,32150
COUNTY,9100
VILLAGE,9100
SCHOOL,9100
COUNTY,39600
VILLAGE,39600
SCHOOL,39600
COUNTY,8800
VILLAGE,8800
SCHOOL,8800
COUNTY,8100
VILLAGE,8100
SCHOOL,8100
COUNTY,8000
VILLAGE,8000
SCHOOL,8000
COUNTY,6400
VILLAGE,6400
SCHOOL,6400
COUNTY,5900
VILLAGE,5900
SCHOOL,5900
COUNTY,9000
VILLAGE,9000
SCHOOL,9000
COUNTY,7400
VILLAGE,7400
SCHOOL,7400
COUNTY,3200
VILLAGE,3200
SCHOOL,3200
COUNTY,1800
VILLAGE,1800
SCHOOL,1800
COUNTY,10375
VILLAGE,10375
SCHOOL,8545
COUNTY,9990
VILLAGE,9990
SCHOOL,9170
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,26625
VILLAGE,26625
SCHOOL,26625
COUNTY,15250
VILLAGE,15250
SCHOOL,15250
COUNTY,23325
VILLAGE,23325
SCHOOL,23325
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,15225
VILLAGE,15225
SCHOOL,13395
COUNTY,13650
VILLAGE,13650
SCHOOL,11820
COUNTY,19925
VILLAGE,19925
SCHOOL,18095
COUNTY,17350
VILLAGE,17350
SCHOOL,15520
COUNTY,18600
VILLAGE,18600
SCHOOL,18600
COUNTY,12600
VILLAGE,12600
SCHOOL,12600
COUNTY,28500
VILLAGE,28500
SCHOOL,28500
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,13525
VILLAGE,13525
SCHOOL,10745
COUNTY,10550
VILLAGE,10550
SCHOOL,8720
COUNTY,20350
VILLAGE,20350
SCHOOL,18520
COUNTY,12300
VILLAGE,12300
SCHOOL,8510
COUNTY,13600
VILLAGE,13600
SCHOOL,11770
COUNTY,18825
VILLAGE,18825
SCHOOL,18825
COUNTY,16175
VILLAGE,16175
SCHOOL,14345
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,17200
VILLAGE,17200
SCHOOL,15370
COUNTY,21250
VILLAGE,21250
SCHOOL,21250
COUNTY,14525
VILLAGE,14525
SCHOOL,12695
COUNTY,16000
VILLAGE,16000
SCHOOL,14170
COUNTY,13350
VILLAGE,13350
SCHOOL,11820
COUNTY,19900
VILLAGE,19900
SCHOOL,18070
COUNTY,13900
VILLAGE,13900
SCHOOL,12070
COUNTY,16900
VILLAGE,16900
SCHOOL,16900
COUNTY,12400
VILLAGE,12400
SCHOOL,12400
COUNTY,14950
VILLAGE,14950
SCHOOL,13120
COUNTY,15300
VILLAGE,15300
SCHOOL,11510
COUNTY,13952
VILLAGE,13952
SCHOOL,13805
COUNTY,17600
VILLAGE,17600
SCHOOL,17600
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,13600
VILLAGE,13600
SCHOOL,13600
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,14950
VILLAGE,14950
SCHOOL,14950
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,13825
VILLAGE,13825
SCHOOL,11995
COUNTY,28550
VILLAGE,28550
SCHOOL,26720
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,4800
VILLAGE,4800
SCHOOL,4800
COUNTY,15700
VILLAGE,15700
SCHOOL,13870
COUNTY,12900
VILLAGE,12900
SCHOOL,11070
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,17175
VILLAGE,17175
SCHOOL,15345
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,18800
VILLAGE,18800
SCHOOL,18800
COUNTY,13700
VILLAGE,13700
SCHOOL,13700
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,17925
VILLAGE,17925
SCHOOL,17925
COUNTY,20675
VILLAGE,20675
SCHOOL,18845
COUNTY,15700
VILLAGE,15700
SCHOOL,15700
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,14500
VILLAGE,14500
SCHOOL,12670
COUNTY,7600
VILLAGE,7600
SCHOOL,10770
COUNTY,20250
VILLAGE,20250
SCHOOL,20250
COUNTY,18075
VILLAGE,18075
SCHOOL,16245
COUNTY,21150
VILLAGE,21150
SCHOOL,21150
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,16200
VILLAGE,16200
SCHOOL,16200
COUNTY,19240
VILLAGE,19240
SCHOOL,20250
COUNTY,14175
VILLAGE,14175
SCHOOL,12345
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,22200
VILLAGE,22200
SCHOOL,22200
COUNTY,17800
VILLAGE,17800
SCHOOL,15970
COUNTY,20450
VILLAGE,20450
SCHOOL,18620
COUNTY,17400
VILLAGE,17400
SCHOOL,15570
COUNTY,900
VILLAGE,900
SCHOOL,900
COUNTY,19900
VILLAGE,19900
SCHOOL,18070
COUNTY,16425
VILLAGE,16425
SCHOOL,16425
COUNTY,19800
VILLAGE,19800
SCHOOL,19800
COUNTY,21050
VILLAGE,21050
SCHOOL,21050
COUNTY,15500
VILLAGE,15500
SCHOOL,13670
COUNTY,19700
VILLAGE,19700
SCHOOL,19700
COUNTY,14190
VILLAGE,14190
SCHOOL,13370
COUNTY,17950
VILLAGE,17950
SCHOOL,16120
COUNTY,14150
VILLAGE,14150
SCHOOL,14150
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,20950
VILLAGE,20950
SCHOOL,19120
COUNTY,15980
VILLAGE,15980
SCHOOL,15980
COUNTY,17800
VILLAGE,17800
SCHOOL,15970
COUNTY,15900
VILLAGE,15900
SCHOOL,15900
COUNTY,11600
VILLAGE,11600
SCHOOL,16600
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,19950
VILLAGE,19950
SCHOOL,18120
COUNTY,12400
VILLAGE,12400
SCHOOL,10570
COUNTY,8900
VILLAGE,8900
SCHOOL,12070
COUNTY,16500
VILLAGE,16500
SCHOOL,16500
COUNTY,13600
VILLAGE,13600
SCHOOL,11770
COUNTY,14700
VILLAGE,14700
SCHOOL,12870
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,18000
VILLAGE,18000
SCHOOL,16170
COUNTY,21300
VILLAGE,21300
SCHOOL,21300
COUNTY,18800
VILLAGE,18800
SCHOOL,16970
COUNTY,19375
VILLAGE,19375
SCHOOL,19375
COUNTY,25275
VILLAGE,25275
SCHOOL,23445
COUNTY,15715
VILLAGE,15715
SCHOOL,12935
COUNTY,18850
VILLAGE,18850
SCHOOL,18850
COUNTY,18700
VILLAGE,18700
SCHOOL,16870
COUNTY,27150
VILLAGE,27150
SCHOOL,27150
COUNTY,2100
VILLAGE,2100
SCHOOL,2100
COUNTY,10800
VILLAGE,10800
SCHOOL,12010
COUNTY,16425
VILLAGE,16425
SCHOOL,14895
COUNTY,3500
VILLAGE,3500
SCHOOL,3500
COUNTY,11900
VILLAGE,11900
SCHOOL,13110
COUNTY,28125
VILLAGE,28125
SCHOOL,28125
COUNTY,1700
VILLAGE,1700
SCHOOL,1700
COUNTY,28175
VILLAGE,28175
SCHOOL,28175
COUNTY,22850
VILLAGE,22850
SCHOOL,21020
COUNTY,18940
VILLAGE,18940
SCHOOL,16160
COUNTY,24000
VILLAGE,24000
SCHOOL,24000
COUNTY,17850
VILLAGE,17850
SCHOOL,17370
COUNTY,33450
VILLAGE,33450
SCHOOL,33450
COUNTY,12600
VILLAGE,12600
SCHOOL,15770
COUNTY,15000
VILLAGE,15000
SCHOOL,15000
COUNTY,17225
VILLAGE,17225
SCHOOL,17225
COUNTY,14175
VILLAGE,14175
SCHOOL,12345
COUNTY,15000
VILLAGE,15000
SCHOOL,13170
COUNTY,19300
VILLAGE,19300
