TAX,ASSESSED
SCHOOL,17470
COUNTY,31590
VILLAGE,31590
SCHOOL,31590
COUNTY,18150
VILLAGE,18150
SCHOOL,16320
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,20550
VILLAGE,20550
SCHOOL,18720
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,31425
VILLAGE,31425
SCHOOL,31425
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,14075
VILLAGE,14075
SCHOOL,12245
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,17150
VILLAGE,17150
SCHOOL,17150
COUNTY,13675
VILLAGE,13675
SCHOOL,13675
COUNTY,14800
VILLAGE,14800
SCHOOL,12970
COUNTY,15050
VILLAGE,15050
SCHOOL,13220
COUNTY,16600
VILLAGE,16600
SCHOOL,16600
COUNTY,31650
VILLAGE,31650
SCHOOL,31650
COUNTY,18950
VILLAGE,18950
SCHOOL,18950
COUNTY,17800
VILLAGE,17800
SCHOOL,15970
COUNTY,12700
VILLAGE,12700
SCHOOL,12700
COUNTY,22250
VILLAGE,22250
SCHOOL,20420
COUNTY,14950
VILLAGE,14950
SCHOOL,14950
COUNTY,14800
VILLAGE,14800
SCHOOL,14800
COUNTY,14425
VILLAGE,14425
SCHOOL,14425
COUNTY,13600
VILLAGE,13600
SCHOOL,13600
COUNTY,14700
VILLAGE,14700
SCHOOL,14700
COUNTY,16100
VILLAGE,16100
SCHOOL,14270
COUNTY,21750
VILLAGE,21750
SCHOOL,19920
COUNTY,19000
VILLAGE,19000
SCHOOL,19000
COUNTY,18800
VILLAGE,18800
SCHOOL,18800
COUNTY,20685
VILLAGE,20685
SCHOOL,20685
COUNTY,28400
VILLAGE,28400
SCHOOL,28400
COUNTY,30350
VILLAGE,30350
SCHOOL,30350
COUNTY,23450
VILLAGE,23450
SCHOOL,23450
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,22625
VILLAGE,22625
SCHOOL,22625
COUNTY,31150
VILLAGE,31150
SCHOOL,31150
COUNTY,20675
VILLAGE,20675
SCHOOL,20675
COUNTY,39250
VILLAGE,39250
SCHOOL,37420
COUNTY,33450
VILLAGE,33450
SCHOOL,33450
COUNTY,34550
VILLAGE,34550
SCHOOL,34550
COUNTY,31150
VILLAGE,31150
SCHOOL,31150
COUNTY,18575
VILLAGE,18575
SCHOOL,16745
COUNTY,28100
VILLAGE,28100
SCHOOL,26270
COUNTY,20000
VILLAGE,20000
SCHOOL,18170
COUNTY,22700
VILLAGE,22700
SCHOOL,20870
COUNTY,26900
VILLAGE,26900
SCHOOL,26900
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,16050
VILLAGE,16050
SCHOOL,14220
COUNTY,17850
VILLAGE,17850
SCHOOL,17850
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,29000
VILLAGE,29000
SCHOOL,27170
COUNTY,34760
VILLAGE,34760
SCHOOL,34760
COUNTY,32300
VILLAGE,32300
SCHOOL,32300
COUNTY,16700
VILLAGE,16700
SCHOOL,14870
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,21325
VILLAGE,21325
SCHOOL,19495
COUNTY,28000
VILLAGE,28000
SCHOOL,28000
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,18500
VILLAGE,18500
SCHOOL,16670
COUNTY,25350
VILLAGE,25350
SCHOOL,25350
COUNTY,33000
VILLAGE,33000
SCHOOL,33000
COUNTY,47400
VILLAGE,47400
SCHOOL,47400
COUNTY,28750
VILLAGE,28750
SCHOOL,26920
COUNTY,31900
VILLAGE,31900
SCHOOL,31900
COUNTY,56375
VILLAGE,56375
SCHOOL,56375
COUNTY,20000
VILLAGE,20000
SCHOOL,20000
COUNTY,33000
VILLAGE,33000
SCHOOL,33000
COUNTY,25500
VILLAGE,25500
SCHOOL,25500
COUNTY,28275
VILLAGE,28275
SCHOOL,26445
COUNTY,16600
VILLAGE,16600
SCHOOL,16970
COUNTY,45750
VILLAGE,45750
SCHOOL,45750
COUNTY,32600
VILLAGE,32600
SCHOOL,30770
COUNTY,31675
VILLAGE,31675
SCHOOL,29845
COUNTY,39600
VILLAGE,39600
SCHOOL,39600
COUNTY,22925
VILLAGE,22925
SCHOOL,22925
COUNTY,22250
VILLAGE,22250
SCHOOL,20420
COUNTY,24490
VILLAGE,24490
SCHOOL,24490
COUNTY,31500
VILLAGE,31500
SCHOOL,29670
COUNTY,24250
VILLAGE,24250
SCHOOL,24250
COUNTY,23325
VILLAGE,23325
SCHOOL,21495
COUNTY,23825
VILLAGE,23825
SCHOOL,23825
COUNTY,23600
VILLAGE,23600
SCHOOL,23600
COUNTY,18875
VILLAGE,18875
SCHOOL,17045
COUNTY,18390
VILLAGE,18390
SCHOOL,15610
COUNTY,28150
VILLAGE,28150
SCHOOL,28150
COUNTY,25800
VILLAGE,25800
SCHOOL,23970
COUNTY,11700
VILLAGE,11700
SCHOOL,14870
COUNTY,17500
VILLAGE,17500
SCHOOL,17500
COUNTY,18575
VILLAGE,18575
SCHOOL,16745
COUNTY,26500
VILLAGE,26500
SCHOOL,26500
COUNTY,27100
VILLAGE,27100
SCHOOL,27100
COUNTY,27275
VILLAGE,27275
SCHOOL,25445
COUNTY,29200
VILLAGE,29200
SCHOOL,27370
COUNTY,36750
VILLAGE,36750
SCHOOL,36750
COUNTY,400
VILLAGE,400
SCHOOL,400
COUNTY,28400
VILLAGE,28400
SCHOOL,28400
COUNTY,23900
VILLAGE,23900
SCHOOL,23900
COUNTY,39600
VILLAGE,39600
SCHOOL,39600
COUNTY,25350
VILLAGE,25350
SCHOOL,23520
COUNTY,17550
VILLAGE,17550
SCHOOL,15720
COUNTY,22525
VILLAGE,22525
SCHOOL,22525
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,6850
VILLAGE,6850
SCHOOL,6850
COUNTY,22400
VILLAGE,22400
SCHOOL,22400
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,30450
VILLAGE,30450
SCHOOL,30450
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,16000
VILLAGE,16000
SCHOOL,16000
COUNTY,18925
VILLAGE,18925
SCHOOL,18925
COUNTY,17900
VILLAGE,17900
SCHOOL,14110
COUNTY,16225
VILLAGE,16225
SCHOOL,14395
COUNTY,23500
VILLAGE,23500
SCHOOL,23500
COUNTY,26875
VILLAGE,26875
SCHOOL,26875
COUNTY,14790
VILLAGE,14790
SCHOOL,13970
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,27115
VILLAGE,27115
SCHOOL,27115
COUNTY,21100
VILLAGE,21100
SCHOOL,21100
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,25200
VILLAGE,25200
SCHOOL,23370
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,18575
VILLAGE,18575
SCHOOL,18575
COUNTY,29600
VILLAGE,29600
SCHOOL,27770
COUNTY,40000
VILLAGE,40000
SCHOOL,40000
COUNTY,24100
VILLAGE,24100
SCHOOL,24100
COUNTY,20550
VILLAGE,20550
SCHOOL,20550
COUNTY,45050
VILLAGE,45050
SCHOOL,45050
COUNTY,41875
VILLAGE,41875
SCHOOL,40045
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,27400
VILLAGE,27400
SCHOOL,27400
COUNTY,44250
VILLAGE,44250
SCHOOL,44250
COUNTY,21550
VILLAGE,21550
SCHOOL,21550
COUNTY,15000
VILLAGE,15000
SCHOOL,13170
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,17700
VILLAGE,17700
SCHOOL,15870
COUNTY,20250
VILLAGE,20250
SCHOOL,16460
COUNTY,17050
VILLAGE,17050
SCHOOL,15220
COUNTY,10600
VILLAGE,10600
SCHOOL,8770
COUNTY,14650
VILLAGE,14650
SCHOOL,14650
COUNTY,21750
VILLAGE,21750
SCHOOL,19920
COUNTY,13270
VILLAGE,13270
SCHOOL,11440
COUNTY,19600
VILLAGE,19600
SCHOOL,17770
COUNTY,17200
VILLAGE,17200
SCHOOL,15370
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,12100
VILLAGE,12100
SCHOOL,12100
COUNTY,31750
VILLAGE,31750
SCHOOL,31750
COUNTY,18000
VILLAGE,18000
SCHOOL,21170
COUNTY,18790
VILLAGE,18790
SCHOOL,17970
COUNTY,14375
VILLAGE,14375
SCHOOL,12545
COUNTY,14592
VILLAGE,14592
SCHOOL,14445
COUNTY,13500
VILLAGE,13500
SCHOOL,11670
COUNTY,16275
VILLAGE,16275
SCHOOL,16275
COUNTY,17575
VILLAGE,17575
SCHOOL,15745
COUNTY,17650
VILLAGE,17650
SCHOOL,15820
COUNTY,14950
VILLAGE,14950
SCHOOL,11160
COUNTY,16800
VILLAGE,16800
SCHOOL,14970
COUNTY,23060
VILLAGE,23060
SCHOOL,21230
COUNTY,14900
VILLAGE,14900
SCHOOL,13070
COUNTY,12403
VILLAGE,12403
SCHOOL,10573
COUNTY,13825
VILLAGE,13825
SCHOOL,11995
COUNTY,13375
VILLAGE,13375
SCHOOL,11545
COUNTY,7545
VILLAGE,7545
SCHOOL,4260
COUNTY,17425
VILLAGE,17425
SCHOOL,15595
COUNTY,18475
VILLAGE,18475
SCHOOL,18475
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,21725
VILLAGE,21725
SCHOOL,19895
COUNTY,17200
VILLAGE,17200
SCHOOL,17200
COUNTY,16800
VILLAGE,16800
SCHOOL,14970
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,11450
VILLAGE,11450
SCHOOL,11450
COUNTY,15750
VILLAGE,15750
SCHOOL,13920
COUNTY,14550
VILLAGE,14550
SCHOOL,12720
COUNTY,15850
VILLAGE,15850
SCHOOL,14020
COUNTY,22450
VILLAGE,22450
SCHOOL,20620
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,14575
VILLAGE,14575
SCHOOL,12745
COUNTY,44200
VILLAGE,44200
SCHOOL,44200
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,14975
VILLAGE,14975
SCHOOL,13145
COUNTY,25375
VILLAGE,25375
SCHOOL,25375
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,38000
VILLAGE,38000
SCHOOL,38000
COUNTY,21500
VILLAGE,21500
SCHOOL,21500
COUNTY,32550
VILLAGE,32550
SCHOOL,32550
COUNTY,47400
VILLAGE,47400
SCHOOL,47400
COUNTY,27500
VILLAGE,27500
SCHOOL,27500
COUNTY,18100
VILLAGE,18100
SCHOOL,16270
COUNTY,50150
VILLAGE,50150
SCHOOL,48320
COUNTY,23225
VILLAGE,23225
SCHOOL,23225
COUNTY,26400
VILLAGE,26400
SCHOOL,26400
COUNTY,36000
VILLAGE,36000
SCHOOL,34170
COUNTY,48225
VILLAGE,48225
SCHOOL,48225
COUNTY,11600
VILLAGE,11600
SCHOOL,7810
COUNTY,40400
VILLAGE,40400
SCHOOL,40400
COUNTY,46650
VILLAGE,46650
SCHOOL,46650
COUNTY,26200
VILLAGE,26200
SCHOOL,24370
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,25390
VILLAGE,25390
SCHOOL,26400
COUNTY,23750
VILLAGE,23750
SCHOOL,21920
COUNTY,40675
VILLAGE,40675
SCHOOL,40675
COUNTY,33450
VILLAGE,33450
SCHOOL,33450
COUNTY,36425
VILLAGE,36425
SCHOOL,36425
COUNTY,15400
VILLAGE,15400
SCHOOL,15400
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,19475
VILLAGE,19475
SCHOOL,19475
COUNTY,18800
VILLAGE,18800
SCHOOL,16970
COUNTY,16800
VILLAGE,16800
SCHOOL,18720
COUNTY,22900
VILLAGE,22900
SCHOOL,21070
COUNTY,22900
VILLAGE,22900
SCHOOL,19110
COUNTY,22750
VILLAGE,22750
SCHOOL,23450
COUNTY,27500
VILLAGE,27500
SCHOOL,27500
COUNTY,21800
VILLAGE,21800
SCHOOL,23500
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,20050
VILLAGE,20050
SCHOOL,20250
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,18950
VILLAGE,18950
SCHOOL,18950
COUNTY,12500
VILLAGE,12500
SCHOOL,10670
COUNTY,21425
VILLAGE,21425
SCHOOL,19595
COUNTY,22375
VILLAGE,22375
SCHOOL,22375
COUNTY,6100
VILLAGE,6100
SCHOOL,6100
COUNTY,27725
VILLAGE,27725
SCHOOL,25895
COUNTY,36050
VILLAGE,36050
SCHOOL,36050
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,40500
VILLAGE,40500
SCHOOL,40500
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,31700
VILLAGE,31700
SCHOOL,31700
COUNTY,13375
VILLAGE,13375
SCHOOL,11545
COUNTY,20925
VILLAGE,20925
SCHOOL,19095
COUNTY,14200
VILLAGE,14200
SCHOOL,12370
COUNTY,15850
VILLAGE,15850
SCHOOL,12060
COUNTY,18960
VILLAGE,18960
SCHOOL,17130
COUNTY,21100
VILLAGE,21100
SCHOOL,19270
COUNTY,23325
VILLAGE,23325
SCHOOL,23325
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,25850
VILLAGE,25850
SCHOOL,24020
COUNTY,26250
VILLAGE,26250
SCHOOL,26250
COUNTY,16017
VILLAGE,16017
SCHOOL,15870
COUNTY,16265
VILLAGE,16265
SCHOOL,15445
COUNTY,23325
VILLAGE,23325
SCHOOL,21495
COUNTY,13317
VILLAGE,13317
SCHOOL,13170
COUNTY,17100
VILLAGE,17100
SCHOOL,17100
COUNTY,27300
VILLAGE,27300
SCHOOL,25470
COUNTY,19130
VILLAGE,19130
SCHOOL,17300
COUNTY,17200
VILLAGE,17200
SCHOOL,15370
COUNTY,16600
VILLAGE,16600
SCHOOL,16600
COUNTY,17775
VILLAGE,17775
SCHOOL,15945
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,11875
VILLAGE,11875
SCHOOL,11875
COUNTY,12325
VILLAGE,12325
SCHOOL,10495
COUNTY,13600
VILLAGE,13600
SCHOOL,13600
COUNTY,10700
VILLAGE,10700
SCHOOL,8870
COUNTY,15900
VILLAGE,15900
SCHOOL,19070
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,15850
VILLAGE,15850
SCHOOL,14020
COUNTY,16725
VILLAGE,16725
SCHOOL,16725
COUNTY,18375
VILLAGE,18375
SCHOOL,18375
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,17400
VILLAGE,17400
SCHOOL,15570
COUNTY,16500
VILLAGE,16500
SCHOOL,14670
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,18900
VILLAGE,18900
SCHOOL,17070
COUNTY,20800
VILLAGE,20800
SCHOOL,18970
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,21075
VILLAGE,21075
SCHOOL,21075
COUNTY,14100
VILLAGE,14100
SCHOOL,12270
COUNTY,24170
VILLAGE,24170
SCHOOL,22340
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,29900
VILLAGE,29900
SCHOOL,29900
COUNTY,24050
VILLAGE,24050
SCHOOL,24050
COUNTY,34325
VILLAGE,34325
SCHOOL,34325
COUNTY,16575
VILLAGE,16575
SCHOOL,16575
COUNTY,18800
VILLAGE,18800
SCHOOL,16970
COUNTY,16125
VILLAGE,16125
SCHOOL,14295
COUNTY,16400
VILLAGE,16400
SCHOOL,16400
COUNTY,18900
VILLAGE,18900
SCHOOL,17070
COUNTY,20675
VILLAGE,20675
SCHOOL,18845
COUNTY,21325
VILLAGE,21325
SCHOOL,19495
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,44400
VILLAGE,44400
SCHOOL,44400
COUNTY,20115
VILLAGE,20115
SCHOOL,19295
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,23425
VILLAGE,23425
SCHOOL,23425
COUNTY,29225
VILLAGE,29225
SCHOOL,27395
COUNTY,15375
VILLAGE,15375
SCHOOL,13545
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,17617
VILLAGE,17617
SCHOOL,15510
COUNTY,29000
VILLAGE,29000
SCHOOL,29000
COUNTY,13175
VILLAGE,13175
SCHOOL,16345
COUNTY,28150
VILLAGE,28150
SCHOOL,28150
COUNTY,25950
VILLAGE,25950
SCHOOL,25950
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,21490
VILLAGE,21490
SCHOOL,22500
COUNTY,20715
VILLAGE,16725
SCHOOL,21725
COUNTY,13375
VILLAGE,13375
SCHOOL,16545
COUNTY,30600
VILLAGE,30600
SCHOOL,28770
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,38775
VILLAGE,38775
SCHOOL,38775
COUNTY,24450
VILLAGE,24450
SCHOOL,22620
COUNTY,36075
VILLAGE,36075
SCHOOL,34245
COUNTY,31025
VILLAGE,31025
SCHOOL,31025
COUNTY,322300
VILLAGE,322300
SCHOOL,322300
COUNTY,33600
VILLAGE,33600
SCHOOL,33600
COUNTY,23200
VILLAGE,23200
SCHOOL,23200
COUNTY,14625
VILLAGE,14625
SCHOOL,14625
COUNTY,19750
VILLAGE,19750
SCHOOL,19750
COUNTY,23200
VILLAGE,23200
SCHOOL,23200
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,27275
VILLAGE,27275
SCHOOL,25445
COUNTY,25550
VILLAGE,25550
SCHOOL,26170
COUNTY,36350
VILLAGE,36350
SCHOOL,36350
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,18800
VILLAGE,18800
SCHOOL,16970
COUNTY,27000
VILLAGE,27000
SCHOOL,23210
COUNTY,39265
VILLAGE,39265
SCHOOL,39265
COUNTY,35800
VILLAGE,35800
SCHOOL,35800
COUNTY,30800
VILLAGE,30800
SCHOOL,28970
COUNTY,28000
VILLAGE,28000
SCHOOL,26170
COUNTY,21700
VILLAGE,21700
SCHOOL,21700
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,23400
VILLAGE,23400
SCHOOL,21570
COUNTY,29250
VILLAGE,29250
SCHOOL,29250
COUNTY,24300
VILLAGE,24300
SCHOOL,24300
COUNTY,23450
VILLAGE,23450
SCHOOL,21620
COUNTY,36900
VILLAGE,36900
SCHOOL,36900
COUNTY,31540
VILLAGE,31540
SCHOOL,32550
COUNTY,19500
VILLAGE,19500
SCHOOL,17670
COUNTY,24600
VILLAGE,24600
SCHOOL,24600
COUNTY,31700
VILLAGE,31700
SCHOOL,31700
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,39600
VILLAGE,39600
SCHOOL,39600
COUNTY,22900
VILLAGE,22900
SCHOOL,22900
COUNTY,18300
VILLAGE,18300
SCHOOL,18300
COUNTY,45925
VILLAGE,45925
SCHOOL,45925
COUNTY,38000
VILLAGE,38000
SCHOOL,38000
COUNTY,28350
VILLAGE,28350
SCHOOL,28350
COUNTY,42575
VILLAGE,42575
SCHOOL,40745
COUNTY,29600
VILLAGE,29600
SCHOOL,29600
COUNTY,30017
VILLAGE,30017
SCHOOL,29870
COUNTY,35000
VILLAGE,35000
SCHOOL,35000
COUNTY,29200
VILLAGE,29200
SCHOOL,27370
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,23700
VILLAGE,23700
SCHOOL,23700
COUNTY,20500
VILLAGE,20500
SCHOOL,18670
COUNTY,30800
VILLAGE,30800
SCHOOL,28970
COUNTY,1500
VILLAGE,1500
SCHOOL,1500
COUNTY,38100
VILLAGE,38100
SCHOOL,38100
COUNTY,44490
VILLAGE,44490
SCHOOL,42660
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,10775
VILLAGE,10775
SCHOOL,10775
COUNTY,24100
VILLAGE,24100
SCHOOL,26070
COUNTY,25100
VILLAGE,25100
SCHOOL,25100
COUNTY,21325
VILLAGE,21325
SCHOOL,19495
COUNTY,16025
VILLAGE,16025
SCHOOL,15795
COUNTY,18950
VILLAGE,18950
SCHOOL,17120
COUNTY,20200
VILLAGE,20200
SCHOOL,18370
COUNTY,14300
VILLAGE,14300
SCHOOL,12470
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,35665
VILLAGE,35665
SCHOOL,35665
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,19300
VILLAGE,19300
SCHOOL,19300
COUNTY,27800
VILLAGE,27800
SCHOOL,27800
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,20775
VILLAGE,20775
SCHOOL,20775
COUNTY,26250
VILLAGE,26250
SCHOOL,26250
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,15850
VILLAGE,15850
SCHOOL,14020
COUNTY,16300
VILLAGE,16300
SCHOOL,14470
COUNTY,38425
VILLAGE,38425
SCHOOL,38425
COUNTY,23400
VILLAGE,23400
SCHOOL,23400
COUNTY,43300
VILLAGE,43300
SCHOOL,43300
COUNTY,27650
VILLAGE,27650
SCHOOL,27650
COUNTY,22750
VILLAGE,22750
SCHOOL,20920
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,30125
VILLAGE,30125
SCHOOL,30125
COUNTY,7300
VILLAGE,7300
SCHOOL,7300
COUNTY,14200
VILLAGE,14200
SCHOOL,14200
COUNTY,18425
VILLAGE,18425
SCHOOL,18425
COUNTY,18200
VILLAGE,18200
SCHOOL,16370
COUNTY,12650
VILLAGE,12650
SCHOOL,10820
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,22700
VILLAGE,22700
SCHOOL,23500
COUNTY,108875
VILLAGE,108875
SCHOOL,108875
COUNTY,17825
VILLAGE,17825
SCHOOL,15995
COUNTY,36400
VILLAGE,36400
SCHOOL,36400
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,32550
VILLAGE,32550
SCHOOL,30720
COUNTY,35550
VILLAGE,35550
SCHOOL,35550
COUNTY,29925
VILLAGE,29925
SCHOOL,29925
COUNTY,35550
VILLAGE,35550
SCHOOL,35550
COUNTY,36600
VILLAGE,36600
SCHOOL,34770
COUNTY,31675
VILLAGE,31675
SCHOOL,31675
COUNTY,29050
VILLAGE,29050
SCHOOL,27220
COUNTY,20550
VILLAGE,20550
SCHOOL,16760
COUNTY,39950
VILLAGE,39950
SCHOOL,38120
COUNTY,33300
VILLAGE,33300
SCHOOL,31470
COUNTY,36150
VILLAGE,36150
SCHOOL,36150
COUNTY,32275
VILLAGE,32275
SCHOOL,32275
COUNTY,40300
VILLAGE,40300
SCHOOL,38470
COUNTY,32425
VILLAGE,32425
SCHOOL,32425
COUNTY,39000
VILLAGE,39000
SCHOOL,39000
COUNTY,26265
VILLAGE,26265
SCHOOL,25445
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,44800
VILLAGE,44800
SCHOOL,44800
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,25360
VILLAGE,25360
SCHOOL,25360
COUNTY,31500
VILLAGE,31500
SCHOOL,31500
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,22125
VILLAGE,22125
SCHOOL,22125
COUNTY,32125
VILLAGE,32125
SCHOOL,32125
COUNTY,19350
VILLAGE,19350
SCHOOL,17520
COUNTY,20700
VILLAGE,20700
SCHOOL,20700
COUNTY,23625
VILLAGE,23625
SCHOOL,21795
COUNTY,18050
VILLAGE,18050
SCHOOL,16220
COUNTY,24885
VILLAGE,24885
SCHOOL,24885
COUNTY,20545
VILLAGE,20545
SCHOOL,20545
COUNTY,28825
VILLAGE,28825
SCHOOL,28825
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,41200
VILLAGE,41200
SCHOOL,41200
COUNTY,21965
VILLAGE,21965
SCHOOL,21145
COUNTY,15450
VILLAGE,15450
SCHOOL,15450
COUNTY,24355
VILLAGE,24355
SCHOOL,24355
COUNTY,22125
VILLAGE,22125
SCHOOL,20295
COUNTY,29850
VILLAGE,29850
SCHOOL,29850
COUNTY,25950
VILLAGE,25950
SCHOOL,24120
COUNTY,36900
VILLAGE,36900
SCHOOL,36900
COUNTY,13050
VILLAGE,13050
SCHOOL,16220
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,29000
VILLAGE,29000
SCHOOL,27170
COUNTY,27600
VILLAGE,27600
SCHOOL,25770
COUNTY,31200
VILLAGE,31200
SCHOOL,31200
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,31675
VILLAGE,31675
SCHOOL,31675
COUNTY,29075
VILLAGE,29075
SCHOOL,29075
COUNTY,27550
VILLAGE,27550
SCHOOL,27550
COUNTY,7300
VILLAGE,7300
SCHOOL,7300
COUNTY,54675
VILLAGE,54675
SCHOOL,54675
COUNTY,65125
VILLAGE,65125
SCHOOL,65125
COUNTY,59000
VILLAGE,59000
SCHOOL,59000
COUNTY,56175
VILLAGE,56175
SCHOOL,56175
COUNTY,50700
VILLAGE,50700
SCHOOL,50700
COUNTY,54550
VILLAGE,54550
SCHOOL,52720
COUNTY,55700
VILLAGE,55700
SCHOOL,55700
COUNTY,51925
VILLAGE,51925
SCHOOL,51925
COUNTY,7625
VILLAGE,7625
SCHOOL,7625
COUNTY,54675
VILLAGE,54675
SCHOOL,54675
COUNTY,59325
VILLAGE,59325
SCHOOL,59325
COUNTY,1
VILLAGE,1
SCHOOL,1
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,29925
VILLAGE,29925
SCHOOL,29925
COUNTY,14075
VILLAGE,14075
SCHOOL,12245
COUNTY,15850
VILLAGE,15850
SCHOOL,14020
COUNTY,17600
VILLAGE,17600
SCHOOL,15770
COUNTY,20540
VILLAGE,20540
SCHOOL,20540
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,20465
VILLAGE,20465
SCHOOL,18635
COUNTY,14850
VILLAGE,14850
SCHOOL,14850
COUNTY,29565
VILLAGE,29565
SCHOOL,29565
COUNTY,20000
VILLAGE,20000
SCHOOL,20000
COUNTY,61600
VILLAGE,61600
SCHOOL,59770
COUNTY,35500
VILLAGE,35500
SCHOOL,35500
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,34750
VILLAGE,34750
SCHOOL,34750
COUNTY,38490
VILLAGE,38490
SCHOOL,37670
COUNTY,32700
VILLAGE,32700
SCHOOL,32700
COUNTY,21050
VILLAGE,21050
SCHOOL,21050
COUNTY,40725
VILLAGE,40725
SCHOOL,40725
COUNTY,20715
VILLAGE,20715
SCHOOL,19895
COUNTY,18050
VILLAGE,18050
SCHOOL,18050
COUNTY,23700
VILLAGE,23700
SCHOOL,23700
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,19317
VILLAGE,19317
SCHOOL,21000
COUNTY,20224
VILLAGE,20224
SCHOOL,20224
COUNTY,15800
VILLAGE,15800
SCHOOL,12010
